COBId,EntityCode,SourceSystemCode,BookCode,CurrencyCode,ScenarioDate,TradeCode,AllVaR,AllVaRSkew,BasisVaR,BondAssetSpreadVaR,CrossEffects,EquityPriceVaR,EquityVegaVaR,FXRateVaR,FXVolatilityVaR,IRCapVolVaR,IRCapVolVaRSkew,IRSkewVolVaR,IRSwaptionVolVaR,IRSwaptionVolVaRSkew,InflationRateCurveVaR,InflationVolVaR,InterestRateCurveVaR,InterestRateVegaVaR,MTGSprdVaR,OASVaR,ParCreditSpreadVaR,Category,Detail
20260326,MUSEU,QP,Book-EXS,USD,20080610,,,,,,,,,6796.953412,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080611,,,,,,,,,-939.1032512,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080612,,,,,,,,,1355.635829,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080613,,,,,,,,,2796.702398,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080616,,,,,,,,,-3908.797582,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080617,,,,,,,,,-1218.112049,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080618,,,,,,,,,115.4394248,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080619,,,,,,,,,1698.508473,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080620,,,,,,,,,-4446.642245,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080623,,,,,,,,,4549.658992,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080624,,,,,,,,,-2824.07295,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080625,,,,,,,,,-43.96215078,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080626,,,,,,,,,-4561.56076,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080627,,,,,,,,,1157.452439,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080630,,,,,,,,,-342.3017711,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080701,,,,,,,,,-901.1857312,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080702,,,,,,,,,-3112.372228,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080703,,,,,,,,,4546.957167,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080704,,,,,,,,,972.0569533,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080707,,,,,,,,,-680.4392564,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080708,,,,,,,,,-10.43289063,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080709,,,,,,,,,-1975.735923,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080710,,,,,,,,,-878.6890611,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080711,,,,,,,,,-3000.44755,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080714,,,,,,,,,295.0284253,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080715,,,,,,,,,1385.629012,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080716,,,,,,,,,3174.454058,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080717,,,,,,,,,-1671.511172,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080718,,,,,,,,,-952.5458495,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080721,,,,,,,,,-479.7367285,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080722,,,,,,,,,1491.051873,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080723,,,,,,,,,2938.384097,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080724,,,,,,,,,386.3867043,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080725,,,,,,,,,-824.5747065,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080728,,,,,,,,,-1997.937329,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080729,,,,,,,,,4049.588662,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080730,,,,,,,,,772.1649315,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080731,,,,,,,,,-1312.227859,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080801,,,,,,,,,35.93635977,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080804,,,,,,,,,-2265.50704,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080805,,,,,,,,,3605.351378,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080806,,,,,,,,,416.9757251,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080807,,,,,,,,,877.8468343,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080808,,,,,,,,,10563.99944,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080811,,,,,,,,,1427.706747,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080812,,,,,,,,,2230.606363,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080813,,,,,,,,,-210.13726,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080814,,,,,,,,,-130.2172885,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080815,,,,,,,,,6452.732433,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080818,,,,,,,,,-581.8365726,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080819,,,,,,,,,-438.0583764,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080820,,,,,,,,,556.4658152,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080821,,,,,,,,,-4003.286678,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080822,,,,,,,,,43.53673411,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080826,,,,,,,,,3917.554191,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080827,,,,,,,,,-2060.951506,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080828,,,,,,,,,706.0760533,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080829,,,,,,,,,661.8934874,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080901,,,,,,,,,2867.572003,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080902,,,,,,,,,302.9276425,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080903,,,,,,,,,2806.730198,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080904,,,,,,,,,4883.004897,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080905,,,,,,,,,1890.675016,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080908,,,,,,,,,2194.101572,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080909,,,,,,,,,1663.316969,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080910,,,,,,,,,4411.883287,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080911,,,,,,,,,4915.081004,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080912,,,,,,,,,-8593.773215,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080915,,,,,,,,,265.6225747,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080916,,,,,,,,,574.4887569,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080917,,,,,,,,,-426.4783309,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080918,,,,,,,,,-7099.331192,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080919,,,,,,,,,297.7991987,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080922,,,,,,,,,-7487.324476,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080923,,,,,,,,,-2099.512474,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080924,,,,,,,,,2300.642451,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080925,,,,,,,,,-210.9893122,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080926,,,,,,,,,1976.238994,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080929,,,,,,,,,5439.758949,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20080930,,,,,,,,,11304.95229,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081001,,,,,,,,,668.3915293,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081002,,,,,,,,,8701.028447,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081003,,,,,,,,,-230.5150414,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081006,,,,,,,,,10095.59577,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081007,,,,,,,,,-4616.354227,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081008,,,,,,,,,-7301.33136,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081009,,,,,,,,,4953.706342,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081010,,,,,,,,,669.6145965,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081013,,,,,,,,,-1083.483194,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081014,,,,,,,,,-1382.492371,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081015,,,,,,,,,2218.912786,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081016,,,,,,,,,5777.441623,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081017,,,,,,,,,-1188.67777,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081020,,,,,,,,,7350.438162,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081021,,,,,,,,,4798.977678,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081022,,,,,,,,,11264.82252,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081023,,,,,,,,,826.9323442,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081024,,,,,,,,,4773.138146,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081027,,,,,,,,,9174.453217,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081028,,,,,,,,,-1357.588022,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081029,,,,,,,,,-9716.341507,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081030,,,,,,,,,-373.6853905,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081031,,,,,,,,,4734.52084,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081103,,,,,,,,,697.5091189,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081104,,,,,,,,,-10785.92841,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081105,,,,,,,,,-1722.553552,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081106,,,,,,,,,11201.07406,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081107,,,,,,,,,-2676.875441,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081110,,,,,,,,,1449.540889,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081111,,,,,,,,,6257.087431,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081112,,,,,,,,,210.9406304,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081113,,,,,,,,,-1278.259806,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081114,,,,,,,,,-5775.390033,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081117,,,,,,,,,-262.7443939,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081118,,,,,,,,,1463.34414,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081119,,,,,,,,,497.5560871,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081120,,,,,,,,,1519.158567,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081121,,,,,,,,,2504.067836,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081124,,,,,,,,,-11725.00592,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081125,,,,,,,,,-5234.841525,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081126,,,,,,,,,5531.45397,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
20260326,MUSEU,QP,Book-EXS,USD,20081127,,,,,,,,,1393.779041,,,,,,,,,,,,,,IT-Other,(Nicolas Malatier);Adjust DCN; Book-EXS; FX Rate VaR; [MUSEU French books not set up in Murex]
