TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,INTERVAL_TYPE,INTERVAL_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,UDT_CATALOG,UDT_SCHEMA,UDT_NAME,SCOPE_CATALOG,SCOPE_SCHEMA,SCOPE_NAME,MAXIMUM_CARDINALITY,DTD_IDENTIFIER,IS_SELF_REFERENCING,IS_IDENTITY,IDENTITY_GENERATION,IDENTITY_START,IDENTITY_INCREMENT,IDENTITY_MAXIMUM,IDENTITY_MINIMUM,IDENTITY_CYCLE,IDENTITY_ORDERED,SCHEMA_EVOLUTION_RECORD,DATA_TYPE_ALIAS,COMMENT,EXPRESSION,KIND
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES,TRADE_CURRENCY,6,,NO,TEXT,3,12,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_WINFITS_AGING_INVENTORY,TRANSACTION_DATE,2,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,TENOR_CURRENCY_KEY,91,,YES,NUMBER,,,19,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTED,JTD_RISK_DIRECTION,45,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SENSITIVITY_DETAIL_FIELDS,TREASURY_SUB_ACTIVITY,9,,YES,TEXT,14,56,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTMENT,RUN_LOG_ID,93,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTMENT_IMPORT,CURVE_CURRENCY_KEY,7,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,SECURITY_INFORMATION3,46,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,AGING_INVENTORY,ENTITY_CODE,21,,YES,TEXT,20,80,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,VARCHAR(20),,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_BASE,ENTITY_CODE_SABRE,108,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES,SOURCE_SYSTEM_CODE,6,,NO,TEXT,2,8,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STAGING_VAR_MEASURES_ADJUST,VAR_SUBCOMPONENT_ID,3,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTMENT_SUMMARY,MEASURE_VALUE_USD,12,,NO,NUMBER,,,24,10,6,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_BASE,ORIGINAL_TRADE_ID,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_STRESS_MEASURES,SIMULATION_PL_IN_USD,16,,YES,NUMBER,,,38,10,18,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,TEMP_PNL_CAPITAL_OPTIMISE_DEPT_EXTRACT,ALLVARCORRECTED,16,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_OFFICIAL,MUREX_VERSION,85,,YES,TEXT,10,40,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES_ADHOC,PNL_VECTOR_PROPERTIES_ID,8,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES_SUMMARY_BASE,PNL_VECTOR_VALUE_IN_USD,15,,NO,NUMBER,,,19,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_BASE,CURRENCY_CODE,20,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_SUMMARY,COBID,1,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,LOAD_SOURCE,65,,YES,TEXT,6,24,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTED,SOURCE_SYSTEM_CODE,3,,YES,TEXT,2,8,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_COMBINED,TRADE_KEY,4,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_BASE,IS_FRTB_STATUS_ACTIVE,104,,YES,BOOLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_COMBINED,COUNTERPARTY_KEY,10,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_WINDOW_PNL_VECTOR_ELEMENT_ORDINAL,VAR_WINDOW_ID,2,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_SUMMARY_BASE,MEASURE_TYPE_KEY,9,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STAGING_VAR_MEASURES_ADJUST,IS_OFFICIAL_SOURCE,12,,YES,BOOLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,RM_SENSITIVITY_MEASURES_ADJUSTMENT,RUN_LOG_ID,21,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES_SUMMARY_BASE,VAR_LOAD_TYPE,17,,YES,TEXT,10,40,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_ADJUSTMENT,MEASURE_TYPE_KEY,47,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTMENT,IS_BELOW_THE_LINE_TYPOLOGY,89,,YES,BOOLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_CV_ADJUSTMENT_STATUS,FILE_RECEIVED,5,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_ADJUSTMENT,LOAD_SET,16,,YES,TEXT,100,400,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTMENT,RAPTOR_TRADE_CODE,6,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_ADJUSTED,STRATEGY,31,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES,REGION_AREA_CODE,56,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTMENT,INSTRUMENT_CODE,96,,YES,TEXT,100,400,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,CURVE_CURRENCY_KEY,96,,YES,NUMBER,,,19,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_ADJUSTED,MEASURE_TYPE_CODE,20,,YES,TEXT,30,120,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTMENT,BOOK_CODE,8,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_CURRENT_VAR_BOOK,COBID,1,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SENSITIVITY_SUMMARY_FIELDS,PRODUCT_CATEGORY_NAME,11,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES,COMMON_INSTRUMENT_KEY,10,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_PNL_CAPITAL_OPTIMISE_DEPT_EXTRACT_WITH_ADJ_10DAY,IR,7,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_ADJUSTMENT_SUMMARY_IMPORT,SIMULATION_PL_IN_USD_DECIMAL,19,,YES,NUMBER,,,38,10,6,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_BASE,TRADE_KEY,77,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VEGA_DETAILS,VEGA_GROUP_NAME,6,,YES,TEXT,60,240,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_SENSITIVITY_MEASURES_SUMMARY,MEASURE_TYPE_KEY,10,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTED,MEASURE_VALUE_USD,31,,YES,NUMBER,,,38,10,6,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_IMPORT,TRADE_KEY,4,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,SABRE_COUNTRY_CODE,58,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_SUMMARY_IMPORT,PRODUCT_CATEGORY_ATTRIBUTES_KEY,10,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_SUMMARY_IMPORT,TENOR_JOIN,25,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_CV_ADJUSTMENT_STATUS,TIME_TAKEN,11,,YES,NUMBER,,,18,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_SUMMARY_BASE,RUN_LOG_ID,16,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_SUMMARY,CORRELATION_KEY,16,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_SUMMARY_ADJUSTMENT_IMPORT,BASE_BETA_BAND_KEY,21,,YES,NUMBER,,,10,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_SUMMARY_BASE,COMMON_INSTRUMENT_KEY,12,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_BASE,EVALUATION_DATE,3,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_OFFICIAL,BUSINESS_PRODUCT_CODE4,17,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_MEASURES_SUMMARY,UNDERLYING_COMMON_INSTRUMENT_KEY,11,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_PUBLISH_TRADE_LEVEL_SENSITIVITIES_MIG,ISSYNTHETICCURVE,12,,YES,BOOLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_SUMMARY_IMPORT_CYCLIC,BOOK_KEY,4,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_STRESS_CV_ADJUSTMENT_STATUS,FILE_STAGED,6,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_PNL_CAPITAL_OPTIMISE_ENTITY_EXTRACT_WITH_ADJ_10DAY,EQUITY,10,,YES,NUMBER,,,38,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STAGING_VAR_MEASURES_ADJUST,COBID,2,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_SRC_VAR_MEASURES,ENTITY_CODE,8,,NO,TEXT,6,24,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_OFFICIAL,NOTIONAL,60,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_SUMMARY_IMPORT_MAX,RUN_LOG_ID,13,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTED,CCY_AMT_OFFSHORE_QUALIFIER,28,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_BASE,BUSINESS_PRODUCT_CODE3,16,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_BASE,GUARANTEED_ENTITY,110,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,RM_SENSITIVITY_MEASURES_SUMMARY,RUN_LOG_ID,17,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,CCY1,30,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES_ADJUSTMENT,COMMON_INSTRUMENT_FCD_KEY,17,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_STRESS_CV_ADJUSTMENT_STATUS,PROCESS_START,9,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_ADJUSTMENT_SUMMARY_IMPORT,ADJUSTMENT_ID,10,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,MUFG_ORGANIZATION_CODE,22,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES,CCY2_OFFSHORE_QUALIFIER,26,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,CURVE_TYPE,35,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES,PRODUCT_CATEGORY_ATTRIBUTES_KEY,89,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES,RAPTOR_LOGIC_TEMPLATE_KEY,20,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,CURRENCY_PAIR_CODE,17,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_ADJUSTED,ORIGINAL_TRADE_ID,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTMENT,CALL_PUT,46,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_ADJUSTMENT_SUMMARY_IMPORT,PRODUCT_CATEGORY_ATTRIBUTES_KEY,9,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES_SUMMARY_ADHOC,PNL_VECTOR_PROPERTIES_ID,7,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_ADJUSTMENT_SUMMARY,PRODUCT_CATEGORY_ATTRIBUTES_KEY,20,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_SENSITIVITY_MEASURES_SBM_OFFICIAL,BUSINESS_PRODUCT_CODE2,21,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES,PNL_VECTOR_VALUE_IN_USD,16,,YES,NUMBER,,,19,10,4,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTMENT,SECTOR_NAME,63,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_ADJUSTMENT_SUMMARY_IMPORT,IS_OFFICIAL_SOURCE,15,,YES,BOOLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_DRC_MEASURES_ADJUSTED,ISSUER_RATING,40,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_SUMMARY_ADJUSTMENT_IMPORT,UNDERLYING_TENOR_JOIN,24,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_SUMMARY_IMPORT,REGION_AREA_KEY,17,,NO,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_BASE,BT_TYPE,19,,YES,TEXT,16777216,16777216,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VAR_MEASURES_COMBINED,COBID,1,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,STRESS_MEASURES_SUMMARY_IMPORT_CYCLIC,SIMULATION_PL_IN_USD,13,,YES,NUMBER,,,38,10,6,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,SENSITIVITY_MEASURES_SUMMARY,COMMON_INSTRUMENT_FCD_KEY,13,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,VW_VAR_MEASURES_SUMMARY,VAR_LOAD_TYPE,18,,YES,TEXT,10,40,,,,,,,,,,,,en-ci,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
DVLP_RAPTOR_NEWADJ_2,FACT,FRTBSA_RRAO_MEASURES_ADJUSTMENT,COMMON_INSTRUMENT_KEY,44,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,COLUMN
